Company Common Name;Country of Headquarters;TRBC Business Sector Name;Current Ratio;debt to asset ratio ;equity to asset ratio ;debt to equity ratio ;Roa return on asset ;roe return on equity ;long term coverage ratio;asset turnover rate 
Panostaja Oyj;Finland;Industrial Conglomerates;1,15622;1,00355318;0,830374971;2,950621024;0,378429369;0,378429369;3,127821905;3,138935618
Dovre Group Oyj;Finland;Industrial & Commercial Services;1,39603;0,063066851;1,358940477;0,608353591;-0,032854826;-0,032854826;59,69619048;3,764850742
Neo Industrial Oyj;Finland;Industrial Goods;1,11286;0,354786546;0,497089263;3,019146761;0,140639438;0,140639438;14,4392499;5,122851599
Martela Oyj;Finland;Industrial & Commercial Services;1,62559;0,143787215;0,524200088;1,494541436;-0,014735525;-0,014735525;17,65017725;2,537869836
Componenta Corp;Finland;Mineral Resources;1,76364;0,048109966;0,628865979;1,885245902;4,261168385;4,261168385;87,42857143;4,206185567
Fondia Oyj;Finland;Industrial & Commercial Services;2,6511;0;0,664246804;0,567865159;0,150449962;0,150449962;#DIV/0!;1,757925797
Aallon Group Oyj;Finland;Industrial & Commercial Services;NULL;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!
Trainers' House Oyj;Finland;Software & IT Services;1,49565;0,094054008;2,12112069;0,532569566;0,073481388;0,073481388;27,22355762;2,5604847
Kesla Oyj;Finland;Industrial Goods;1,72329;0,263976138;0,519275094;1,711749347;0,038188638;0,038188638;7,309536038;1,929543092
Tulikivi Oyj;Finland;Cyclical Consumer Products;0,47309;0;0,966987263;2,282258065;-0,107529677;-0,107529677;#DIV/0!;2,537128498
Soprano Oyj;Finland;Industrial & Commercial Services;0,57434;0,083622762;1,56959658;1,164255319;0,134117018;0,134117018;51,98083067;4,346780657
Enersense International Oyj;Finland;Industrial & Commercial Services;1,15469;0,023203976;0,211533362;4,203947181;0,074984482;0,074984482;152,7005811;3,543260655
Efore Plc;Finland;Industrial Goods;0,74207;0,039544175;0,318305639;4,612608758;-0,026287115;-0,026287115;80,22043628;3,172250976
Plc Uutechnic Group Oyj;Finland;Industrial Goods;0,99048;0,355808575;1,762853585;1,053385811;-0,100693827;-0,100693827;9,5385;3,393880093
Oyj Ahola Transport Abp;Finland;Transportation;1,83395;0;0,361954814;2,203097559;0,047662744;0,047662744;#DIV/0!;4,648311931
Nurminen Logistics Oyj;Finland;Transportation;1,43775;0,865751964;0,650101813;2,548885077;-0,056579075;-0,056579075;4,243265946;3,673615825
Italeaf SpA;Italy;Banking & Investment Services;0,42506;0,345656635;0,173209227;18,64020279;-0,242662104;-0,242662104;2,270373487;0,78476966
Elecster Oyj;Finland;Industrial Goods;3,08215;0,362162002;0,725035579;1,015375808;0,07302538;0,07302538;3,228080229;1,169087998
Ryanair Holdings PLC;"Ireland; Republic of";Transportation;1,2274;0,842301265;1,066817856;1,766184072;0,346192409;0,346192409;2,026697653;1,707089998
Kingspan Group PLC;"Ireland; Republic of";Cyclical Consumer Products;1,65335;0,508963607;1,175732861;1,117400694;0,218742787;0,218742787;5,545124717;2,822266677
Andritz AG;Austria;Industrial Goods;1,30533;0,179771888;0,295336319;3,816497413;0,059704112;0,059704112;7,437487213;1,337051119
Mytilineos Holdings SA;United States of America;Industrial Conglomerates;1,52163;0,442116619;1,016671442;1,337344121;0,114143774;0,114143774;2,549825889;1,127320401
Irish Continental Group PLC;"Ireland; Republic of";Transportation;1,17976;0,369822485;1,655325444;0,757372654;0,61612426;0,61612426;6,702;2,478550296
Oesterreichische Post AG;Austria;Transportation;1,28289;0,004849522;0,995435744;1,398911019;0,235629725;0,235629725;570,2647059;2,765511339
Autohellas SA;Greece;Transportation;0,53444;1,914516926;1,858513448;2,231859275;0,257611192;0,257611192;1,449270497;2,774652897
FACC AG;Austria;Industrial Goods;2,08058;0,509919886;0,916860826;1,177679005;0,104979666;0,104979666;4,160555871;2,121550176
Ellaktor SA;Greece;Industrial & Commercial Services;1,41076;0,751912386;0,405941316;4,59450815;-0,026330164;-0,026330164;1,587048925;1,193321744
GEK TERNA Holdings Real Estate Construction SA;Greece;Industrial & Commercial Services;1,19858;0,88011057;0,34580173;7,373724894;0,04938317;0,04938317;0,952795463;0,838565359
Piraeus Port Authority SA;Greece;Transportation;2,70171;0,69367308;2,063254994;0,957626715;0,125298224;0,125298224;1,78449344;1,237855061
Porr AG;Austria;Industrial & Commercial Services;1,08641;0,206064906;0,321376497;3,85826639;0,032740038;0,032740038;11,2752597;2,323435333
Palfinger AG;Austria;Industrial Goods;1,66544;0,755305524;0,736437338;2,086499758;-0,017562849;-0,017562849;2,994518133;2,261776088
Aegean Airlines SA;Greece;Transportation;1,31591;0,045640399;0,520201529;1,748974501;0,126651982;0,126651982;51,83700121;2,365861428
Zumtobel Group AG;Austria;Industrial Goods;1,27948;0,356051761;0,536220163;2,727611221;-0,094639846;-0,094639846;6,811700141;2,425317831
STRABAG SE;Austria;Industrial & Commercial Services;1,26263;0,126879927;0,484375966;2,279694868;0,040083025;0,040083025;15,30076602;1,941360075
Flughafen Wien AG;Austria;Transportation;0,76605;1,854197601;5,843768417;0,837935142;0,597383645;0,597383645;2,114810545;3,921276638
Tallinna Sadam AS;Estonia;Transportation;0,50213;12,92575336;19,71390536;0,832878033;1,598995522;1,598995522;0,567831245;7,339646617
Frigoglass SA;Greece;Applied Resources;1,61003;0,919072163;-0,327396867;-5,700461827;0,030114149;0,030114149;1,653923929;1,520075443
Avax SA;Greece;Industrial & Commercial Services;1,14453;0,706081611;0,164733286;10,24316993;-0,015472606;-0,015472606;1,426254178;1,007051848
Malta International Airport PLC;Malta;Transportation;1,18988;0,56966841;1,751169921;0,909698809;0,441695279;0,441695279;2,64447483;1,506473771
Unibios Holdings SA;Greece;Industrial Goods;0,68937;0,636041287;1,719214734;1,285151578;-0,076437968;-0,076437968;1,712312421;1,089101396
Semperit AG Holding;Austria;Automobiles & Auto Parts;2,28476;0,673020615;0,613596656;2,063531845;-0,056526787;-0,056526787;2,861682347;1,925971213
Ekter SA;Greece;Industrial & Commercial Services;12,59618;0;1,550850337;0,245743619;-0,106698221;-0,106698221;#DIV/0!;0,669008382
Intracom Holdings SA;Greece;Investment Holding Companies;1,2381;0,231151449;0,556907762;2,069511399;0,002004854;0,002004854;3,719690158;0,859811769
Tallink Grupp AS;Estonia;Cyclical Consumer Services;0,57313;2,209348328;4,607927841;0,863728493;0,256194659;0,256194659;2,411606412;5,328078595
Rosenbauer International AG;Austria;Industrial Goods;1,75414;0,226240301;0,471946328;2,003631594;0,017067329;0,017067329;8,491749132;1,921175881
CPL Resources PLC;"Ireland; Republic of";Industrial & Commercial Services;1,93113;0;0,689849357;0,764404651;0,120163115;0,120163115;#DIV/0!;3,903796315
Luka Koper dd;Slovenia;Transportation;1,776;1,308020095;4,550230776;0,531723832;0,454204804;0,454204804;2,10005575;2,746915121
Dromeas Office Furniture Industry SA;Greece;Industrial & Commercial Services;2,40401;0,866872884;1,080496595;1,418025221;-0,037254273;-0,037254273;0,528298059;0,457967262
Harju Elekter AS;Estonia;Industrial Goods;2,84273;0,059737647;1,434360438;0,28774044;0,597971794;0,597971794;35,18969072;2,102149324
Attica Holdings SA;Greece;Transportation;2,3386;1,571030845;2,951974504;0,6860926;0,0091362;0,0091362;1,266338665;1,989457103
Intracom Constructions Technical and Steel Constructions SA;Greece;Industrial & Commercial Services;1,1043;0,359262969;0,300078599;4,830375054;-0,042440852;-0,042440852;2,182556101;0,784111584
Merko Ehitus AS;Estonia;Industrial & Commercial Services;2,24597;0,150183573;0,556360512;1,128716294;0,062803729;0,062803729;9,0385907;1,357447845
Italy Innovazioni SpA;Italy;Industrial Goods;Unable to collect data for the field 'TR.CurrentRatio' and some specific identifier(s).;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!
Thessaloniki Port Authority SA;Greece;Transportation;8,61812;0;1,372043483;0,126447735;0,072089575;0,072089575;#DIV/0!;0,539773451
SW Umwelttechnik Stoiser & Wolschner AG;Austria;Industrial & Commercial Services;1,32535;2,167056123;0,181732464;17,15700429;0,044438978;0,044438978;1,159285674;2,512237117
Elton SA;Greece;Chemicals;1,97907;0,075480328;0,678824496;0,891415267;0,045056489;0,045056489;22,80114003;1,721037521
Inform P Lykos SA;Greece;Industrial & Commercial Services;0,79968;0,189644416;2,124763775;0,750521099;-0,02933714;-0,02933714;14,89724209;2,82517877
Conduril Engenharia SA;Portugal;Industrial & Commercial Services;1,70152;0,170291958;0,729507401;1,093465347;0,023465392;0,023465392;2,762331584;0,470402853
Eltrak SA;Greece;Industrial Goods;0,9868;0,013811798;1,146508326;1,072055843;0,106213158;0,106213158;145,2975078;2,006819844
Cleen Energy AG;Austria;Industrial Goods;0,67438;0;1,833770139;0,971598091;-1,893882282;-1,893882282;#DIV/0!;2,675162628
MaltaPost plc;Malta;Transportation;1,52166;0;1,032404577;0,756006768;0,087911608;0,087911608;#DIV/0!;1,678661892
NET New Energy Technologies AG;Austria;Industrial Goods;Unable to collect data for the field 'TR.CurrentRatio' and some specific identifier(s).;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!
Frauenthal Holding AG;Austria;Industrial Conglomerates;1,37732;0,268972138;0,380733593;3,429030037;-0,03435618;-0,03435618;13,5643006;3,648418938
Team SA;France;Industrial Goods;2,46618;0,054110492;1,947704913;0,284456558;0,366837925;0,366837925;25,39458443;1,374113461
Mevaco SA;Greece;Industrial Goods;1,07747;0,111150283;3,660260619;0,390843055;-0,22530161;-0,22530161;14,03836547;1,560368293
Mincon Group PLC;"Ireland; Republic of";Industrial Goods;5,97236;0,016891689;1,290753453;0,221085869;0,121331618;0,121331618;69,29395018;1,170491843
Placoplatre SA;France;Cyclical Consumer Products;1,3278;0,252833004;1,274490125;0,849261024;0,104747315;0,104747315;9,541926726;2,412513997
Hutter & Schrantz Stahlbau AG;Austria;Industrial & Commercial Services;4,34161;0,231866737;0,557540128;1,415244905;0,162400853;0,162400853;9,238178099;2,142026216
Foodlink SA;Greece;Transportation;0,78437;0,220156546;0,265487733;5,876297615;-0,128689576;-0,128689576;12,76224876;2,809692603
H&K AG;Germany;Industrial Goods;1,9377;1,4622668;-0,877191575;-3,037751555;-0,107402207;-0,107402207;0,998918978;1,460686058
Nordecon AS;Estonia;Industrial & Commercial Services;1,11093;0,202116556;0,480400116;2,379141771;0,020121774;0,020121774;16,59639937;3,354407075
Rousselet Centrifugation SA;France;Industrial Goods;2,27537;0,054295077;0,762818605;0,662968915;0,055023104;0,055023104;21,65040847;1,175510601
Panevezio Statybos Trestas AB;Lithuania;Industrial & Commercial Services;2,54978;0,001052652;0,730677011;0,592428568;0,021813291;0,021813291;1366,962963;1,438936432
Cie de Chemins de Fer Departementaux SA;France;Industrial Goods;5,8843;0,258193;1,224950456;0,360739908;0,302431482;0,302431482;0,112324351;0,029001361
HTI High Tech Industries AG;Austria;Industrial Goods;0,98989;0,001631869;0,084079367;12,42082351;-0,141393036;-0,141393036;212,1495327;0,346200186
Intereuropa dd;Slovenia;Transportation;1,34149;1,618041299;2,639971018;1,101145387;-0,024199976;-0,024199976;2,237316218;3,62007004
Octopus Robots SA;France;Technology Equipment;Unable to collect data for the field 'TR.CurrentRatio' and some specific identifier(s).;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!
Maschinenfabrik Heid AG;Austria;Industrial Goods;0,66491;0;36,86606002;0,065888289;0,744511133;0,744511133;#DIV/0!;1,125072604
Valmieras Stikla Skiedra AS;Latvia;Mineral Resources;0,37593;0,096875929;1,262761383;2,485114065;0,174384907;0,174384907;27,57574782;2,671426176
Petros Petropoulos SA;Greece;Automobiles & Auto Parts;1,83179;0,250105448;0,716260181;1,159206605;0,055645076;0,055645076;6,955047981;1,739495393
East West Agro AB;Lithuania;Industrial Goods;NULL;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!
General Commercial and Industrial SA;Greece;Industrial Goods;4,58099;0,0585764;1,177578686;0,328055664;0,035548744;0,035548744;20,39891304;1,194894888
Hutter & Schrantz AG;Austria;Mineral Resources;1,0298;0;1,032272032;1,337812808;0,035924932;0,035924932;#DIV/0!;0,607135093
Sato Office and Houseware Supplies SA;Greece;Cyclical Consumer Products;0,23106;1,341448544;-3,537112029;-1,677725486;-0,562490931;-0,562490931;0,99095785;1,329318964
Groupe CIOA SA;France;Industrial & Commercial Services;1,69723;0,134102974;0,302031495;3,606523706;0,066104719;0,066104719;5,207725771;0,698371513
Green Energy 4 Seasons SA;Belgium;Renewable Energy;1,18456;0,287560348;1,152598409;1,432826297;0,023847715;0,023847715;1,999640714;0,57501738
Blue Shark Power System SA;France;Renewable Energy;Unable to collect data for the field 'TR.CurrentRatio' and some specific identifier(s).;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!
Anonymous Shipping Company of Crete SA;Greece;Transportation;0,89872;4,88819431;-0,002806271;-2226,848276;0,189858719;0,189858719;0,652282706;3,188484614
Ditton Pievadkezu Rupnica AS;Latvia;Automobiles & Auto Parts;0,81885;2,207322833;0,5630158;7,286435768;0,471353799;0,471353799;1,243391985;2,74456752
Air Marine SA;France;Technology Equipment;Unable to collect data for the field 'TR.CurrentRatio' and some specific identifier(s).;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!
Compagnie Aerienne Inter Regionale Express SA;France;Transportation;1,42777;1,611294096;0,741221769;3,129083436;0,172189576;0,172189576;1,387444546;2,235581205
Rigas Kugu Buvetava AS;Latvia;Industrial Goods;0,62876;0,435738208;4,951701977;0,443372407;-0,049844025;-0,049844025;4,770337024;2,078618107
Domiki Kritis SA;Greece;Industrial & Commercial Services;0,60237;0,525637912;1,514911649;1,896483891;-0,329478955;-0,329478955;2,529853992;1,329787169
Vogiatzoglou Systems SA;Greece;Cyclical Consumer Products;2,92597;0,081815057;1,03616363;0,441045717;0,103609488;0,103609488;18,07058824;1,478446201
Interwood Xylemporia ATENE;Greece;Applied Resources;1,51022;0,50487372;0,391038603;3,181782179;-0,007586613;-0,007586613;1,815137962;0,916415454
Valoneo SASU;France;Industrial & Commercial Services;Unable to collect data for the field 'TR.CurrentRatio' and some specific identifier(s).;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!
Cetis dd;Slovenia;Industrial & Commercial Services;1,80271;0,254009847;1,412506456;0,70138936;0,163474451;0,163474451;10,00891386;2,542362673
Urbar Ingenieros SA;Spain;Mineral Resources;0,34752;#VALORE!;0,038378611;94,42696629;-0,512656317;-0,512656317;#VALORE!;1,557171194
AEGEK SA;Greece;Industrial & Commercial Services;0,14727;0;-0,860205551;-2,825298479;-0,222405174;-0,222405174;#DIV/0!;0,643919699
Phone Web SA;France;Cyclical Consumer Services;2,54618;0,006303448;0,639829132;0,70176603;-0,022207789;-0,022207789;260,2324967;1,640362053
ZTS Sabinov as;Slovak Republic;Automobiles & Auto Parts;Unable to collect data for the field 'TR.CurrentRatio' and some specific identifier(s).;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!
Haidemenos SA;Greece;Industrial & Commercial Services;1,37477;0;1,003700894;0,792661721;-0,038554623;-0,038554623;#DIV/0!;0,990956648
A Toute Vitesse SA;France;Transportation;1,15335;0,157308113;0,706426684;1,487015881;0,107985443;0,107985443;20,56245327;3,234640717
Reibel SA;Belgium;Transportation;NULL;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!
Hopening SA;France;Cyclical Consumer Services;0,87384;0,1574216;0,099345811;13,43097581;0,000816848;0,000816848;11,6306751;1,830919487
Imprimerie Chirat SA;France;Industrial & Commercial Services;2,04186;0,919310793;0,646298155;2,300271168;0,157472345;0,157472345;2,392318719;2,199284417
D2l Groupe SA;France;Industrial & Commercial Services;Unable to collect data for the field 'TR.CurrentRatio' and some specific identifier(s).;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!
Proodeftiki Technical Co SA;Greece;Industrial & Commercial Services;1,42487;0,742647892;0,605777551;2,406037722;-0,029947199;-0,029947199;0;0
Bioter SA;Greece;Industrial & Commercial Services;0,20753;0;-2,175886136;-2,258456711;-0,533814879;-0,533814879;#DIV/0!;0,005485965
Les Verandas 4 Saisons SA;Belgium;Cyclical Consumer Products;NULL;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!
JSA Technology SA;France;Renewable Energy;NULL;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!
Krief Group SA;France;Industrial & Commercial Services;NULL;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!
Slovenske Energeticke Strojarne as;Slovak Republic;Industrial Goods;1,67993;1,160404624;-0,068147247;-28,80078125;0,213682689;0,213682689;1,074752573;1,247147855
Maritime Company of Lesvos SA;Greece;Transportation;0,20002;4,113031766;-1,128454118;-9,922083048;-3,259491636;-3,259491636;1,165266416;4,792777786
Litho Formas SA;Portugal;Industrial & Commercial Services;6,88115;0,024471065;2,911877943;0,185978256;-0,089004112;-0,089004112;12,04578665;0,294773228
Alpha Grissin Power and Environmental Control Systems SA;Greece;Software & IT Services;0,27622;0,002283448;-1,128915367;-3,273744712;-0,268891038;-0,268891038;594,8178408;1,358235834
Rigas Elektromasinbuves Rupnica AS;Latvia;Industrial Goods;1,09627;0,279253132;2,425130488;0,544347861;0,045351043;0,045351043;9,068015378;2,532271695
Wolftank Adisa Holding AG;Austria;Industrial & Commercial Services;Unable to collect data for the field 'TR.CurrentRatio' and some specific identifier(s).;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!;#VALORE!
Desarrollos Especiales de Sistemas de Anclajes SA;Spain;Industrial Goods;1,10955;0,185049376;0,552523925;2,02925994;0,040358368;0,040358368;9,936897486;1,838816684
Ecolutions GmbH & Co KGaA;Germany;Industrial & Commercial Services;43,09338;0;2,719228376;0,05816013;-0,041141691;-0,041141691;#DIV/0!;0,181665051
Revival Expansion SA;France;Industrial & Commercial Services;0,05064;0,092113602;-18,46510737;-1,101081033;-0,06052969;-0,06052969;3,20208;0,294955122
